date,city,supermarket,product,temp,promo,dayofweek,sales,stock,waste,month,is_weekend,sales_lag1,sales_lag7
2025-07-08,Munich,Edeka,Dairy,2.5,0,1,68.36271191491937,78.61711870215727,10.254406787237897,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Edeka,Fruits,2.5,1,1,174.11762743924734,200.23527155513443,26.11764411588709,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Edeka,Veg,2.5,0,1,116.5579604663652,134.04165453631998,17.48369406995478,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Rewe,Bakery,6.5,0,1,103.65548451521417,119.20380719249628,15.548322677282115,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Rewe,Dairy,6.5,0,1,81.55765044748489,93.79129801460762,12.23364756712273,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Rewe,Fruits,6.5,0,1,133.8898750685459,153.97335632882778,20.08348126028187,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Rewe,Veg,6.5,0,1,119.09045044236042,136.95401800871448,17.863567566354064,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Lidl,Bakery,6.3,0,1,124.19027402459746,142.81881512828707,18.628541103689614,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Lidl,Dairy,6.3,0,1,75.9054022018267,87.2912125321007,11.385810330273998,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Lidl,Fruits,6.3,0,1,138.0533172475587,158.7613148346925,20.707997587133804,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Lidl,Veg,6.3,0,1,135.98708345949882,156.38514597842362,20.398062518924803,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Aldi,Bakery,4.9,1,1,118.60553584416968,136.39636622079513,17.79083037662545,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Aldi,Dairy,4.9,0,1,86.73401466407505,99.7441168636863,13.010102199611254,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Aldi,Fruits,4.9,0,1,135.7384258731471,156.09918975411915,20.36076388097206,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Aldi,Veg,4.9,0,1,113.62500313553882,130.66875360586963,17.043750470330806,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Kaufland,Bakery,3.2,0,1,107.16682692316202,123.24185096163632,16.075024038474297,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Kaufland,Dairy,3.2,1,1,99.12124971086192,113.98943716749119,14.868187456629272,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Kaufland,Fruits,3.2,0,1,138.59771820106627,159.3873759312262,20.789657730159917,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Kaufland,Veg,3.2,0,1,117.59848773756133,135.2382608981955,17.639773160634178,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Penny,Bakery,7.4,0,1,108.57342977402637,124.85944424013032,16.28601446610395,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Penny,Dairy,7.4,0,1,88.93987131605861,102.2808520134674,13.340980697408781,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Penny,Fruits,7.4,0,1,133.64927253620917,153.69666341664052,20.04739088043135,7,0,107.56918843951684,107.56918843951684
2025-07-08,Munich,Penny,Veg,7.4,0,1,119.72303538308897,137.6814906905523,17.958455307463325,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Edeka,Bakery,4.8,1,1,145.9583804368712,167.8521375024019,21.89375706553068,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Edeka,Dairy,4.8,0,1,61.47191982550122,70.6927077993264,9.220787973825182,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Edeka,Fruits,4.8,0,1,138.46152760659552,159.23075674758485,20.769229140989324,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Edeka,Veg,4.8,0,1,121.11714177188814,139.28471303767137,18.167571265783224,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Rewe,Bakery,3.4,0,1,122.23192994057275,140.56671943165867,18.334789491085914,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Rewe,Dairy,3.4,0,1,79.35036921910299,91.25292460196843,11.902555382865444,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Rewe,Fruits,3.4,0,1,107.13042702760109,123.19999108174125,16.06956405414016,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Rewe,Veg,3.4,1,1,151.52584642502578,174.25472338877964,22.728876963753862,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Lidl,Bakery,4.1,1,1,165.4009656205135,190.2111104635905,24.810144843077012,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Lidl,Dairy,4.1,0,1,82.75521052141244,95.16849209962429,12.413281578211851,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Lidl,Fruits,4.1,0,1,129.08395793895173,148.44655162979447,19.362593690842743,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Lidl,Veg,4.1,0,1,118.10079947991704,135.81591940190458,17.715119921987537,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Aldi,Bakery,3.9,0,1,116.2381457688226,133.67386763414598,17.435721865323373,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Aldi,Dairy,3.9,0,1,84.36420289745358,97.01883333207161,12.654630434618028,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Aldi,Fruits,3.9,0,1,148.4173401680812,170.6799411932934,22.262601025212177,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Aldi,Veg,3.9,0,1,99.46004959222854,114.37905703106281,14.91900743883427,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Kaufland,Bakery,0.9,1,1,128.75186408395177,148.06464369654452,19.31277961259275,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Kaufland,Dairy,0.9,1,1,112.9287973825887,129.86811698997698,16.939319607388285,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Kaufland,Fruits,0.9,0,1,133.21847584779752,153.20124722496715,19.982771377169627,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Kaufland,Veg,0.9,0,1,113.12118449815928,130.08936217288317,16.96817767472389,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Penny,Bakery,0.2,0,1,87.68902171637262,100.84237497382851,13.15335325745589,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Penny,Dairy,0.2,0,1,83.54614848988913,96.0780707633725,12.53192227348336,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Penny,Fruits,0.2,0,1,111.24532844823656,127.93212771547203,16.68679926723547,7,0,107.56918843951684,107.56918843951684
2025-07-08,Hamburg,Penny,Veg,0.2,0,1,101.20901246022952,116.39036432926393,15.181351869034415,7,0,107.56918843951684,107.56918843951684
2025-07-09,Berlin,Edeka,Bakery,6.2,0,2,98.95107026843371,113.79373080869875,14.842660540265044,7,0,107.56918843951684,107.56918843951684
2025-07-09,Berlin,Edeka,Dairy,6.2,0,2,92.89550875545292,106.82983506877085,13.934326313317925,7,0,73.66685744813233,107.56918843951684
2025-07-09,Berlin,Edeka,Fruits,6.2,0,2,168.92916222798158,194.2685365621788,25.33937433419723,7,0,184.94748337972285,107.56918843951684
2025-07-09,Berlin,Edeka,Veg,6.2,0,2,105.02155062580482,120.77478321967554,15.75323259387072,7,0,120.87326564720499,107.56918843951684
2025-07-09,Berlin,Rewe,Bakery,7.3,0,2,118.49391901507849,136.26800686734026,17.774087852261772,7,0,108.08893977471078,107.56918843951684
2025-07-09,Berlin,Rewe,Dairy,7.3,0,2,87.25074963614614,100.33836208156805,13.087612445421911,7,0,88.35335272358368,107.56918843951684
2025-07-09,Berlin,Rewe,Fruits,7.3,0,2,133.69380332250344,153.74787382087894,20.054070498375495,7,0,143.64841460840032,107.56918843951684
2025-07-09,Berlin,Rewe,Veg,7.3,0,2,125.35565843439373,144.15900719955278,18.803348765159043,7,0,102.08077049188574,107.56918843951684
2025-07-09,Berlin,Lidl,Bakery,4.6,1,2,136.16239193583544,156.58675072621074,20.424358790375294,7,0,101.0445741555861,107.56918843951684
2025-07-09,Berlin,Lidl,Dairy,4.6,0,2,81.52392184800502,93.75251012520576,12.228588277200743,7,0,68.45677444971028,107.56918843951684
2025-07-09,Berlin,Lidl,Fruits,4.6,0,2,119.17294822779985,137.04889046196982,17.87594223416997,7,0,96.85930183042447,107.56918843951684
2025-07-09,Berlin,Lidl,Veg,4.6,0,2,123.5773237527151,142.11392231562235,18.536598562907244,7,0,171.81545859902047,107.56918843951684
2025-07-09,Berlin,Aldi,Bakery,0.8,0,2,109.1601810134869,125.53420816550994,16.374027152023032,7,0,133.10912324335834,107.56918843951684
2025-07-09,Berlin,Aldi,Dairy,0.8,0,2,67.61933489912956,77.76223513399898,10.14290023486943,7,0,83.82402192204819,107.56918843951684
2025-07-09,Berlin,Aldi,Fruits,0.8,0,2,132.41180123870367,152.2735714245092,19.86177018580554,7,0,127.99066270423992,107.56918843951684
2025-07-09,Berlin,Aldi,Veg,0.8,0,2,125.93411576253487,144.8242331269151,18.890117364380217,7,0,114.13826838764675,107.56918843951684
2025-07-09,Berlin,Kaufland,Bakery,1.0,0,2,90.67376111216609,104.274825278991,13.601064166824912,7,0,131.06897889298955,107.56918843951684
2025-07-09,Berlin,Kaufland,Dairy,1.0,0,2,80.20560443285017,92.23644509777769,12.030840664927524,7,0,77.26520959063457,107.56918843951684
2025-07-09,Berlin,Kaufland,Fruits,1.0,0,2,120.25679071146715,138.2953093181872,18.03851860672006,7,0,136.20094172278124,107.56918843951684
2025-07-09,Berlin,Kaufland,Veg,1.0,0,2,135.15232528939595,155.4251740828053,20.272848793409366,7,0,142.88604309402544,107.56918843951684
2025-07-09,Berlin,Penny,Bakery,4.0,0,2,111.59156137677614,128.33029558329255,16.738734206516412,7,0,121.00366901186796,107.56918843951684
2025-07-09,Berlin,Penny,Dairy,4.0,1,2,100.01733172247683,115.01993148084834,15.002599758371517,7,0,86.6696440075018,107.56918843951684
2025-07-09,Berlin,Penny,Fruits,4.0,0,2,119.13073357105674,137.00034360671523,17.869610035658496,7,0,141.00520791623114,107.56918843951684
2025-07-09,Berlin,Penny,Veg,4.0,0,2,119.40163085994722,137.31187548893928,17.91024462899206,7,0,120.27577723010941,107.56918843951684
2025-07-09,Munich,Edeka,Bakery,3.0,1,2,146.15551643007603,168.07884389458744,21.923327464511402,7,0,112.15195804987046,107.56918843951684
2025-07-09,Munich,Edeka,Dairy,3.0,0,2,76.582080565146,88.06939264991789,11.487312084771887,7,0,68.36271191491937,107.56918843951684
2025-07-09,Munich,Edeka,Fruits,3.0,0,2,138.0104794238628,158.7120513374422,20.701571913579414,7,0,174.11762743924734,107.56918843951684
2025-07-09,Munich,Edeka,Veg,3.0,0,2,107.2039304443067,123.2845200109527,16.080589566645997,7,0,116.5579604663652,107.56918843951684
2025-07-09,Munich,Rewe,Bakery,6.0,0,2,106.21825872460063,122.15099753329072,15.93273880869009,7,0,103.65548451521417,107.56918843951684
2025-07-09,Munich,Rewe,Dairy,6.0,0,2,89.04467301746203,102.40137397008132,13.356700952619292,7,0,81.55765044748489,107.56918843951684
2025-07-09,Munich,Rewe,Fruits,6.0,0,2,140.20917394076923,161.2405500318846,21.031376091115362,7,0,133.8898750685459,107.56918843951684
2025-07-09,Munich,Rewe,Veg,6.0,0,2,123.72083653566095,142.27896201601007,18.55812548034912,7,0,119.09045044236042,107.56918843951684
2025-07-09,Munich,Lidl,Bakery,3.9,0,2,94.35663165477528,108.51012640299157,14.15349474821629,7,0,124.19027402459746,107.56918843951684
2025-07-09,Munich,Lidl,Dairy,3.9,0,2,85.2784794206172,98.07025133370978,12.791771913092575,7,0,75.9054022018267,107.56918843951684
2025-07-09,Munich,Lidl,Fruits,3.9,0,2,144.45581567160943,166.12418802235084,21.668372350741407,7,0,138.0533172475587,107.56918843951684
2025-07-09,Munich,Lidl,Veg,3.9,0,2,123.51984377365991,142.0478203397089,18.527976566048977,7,0,135.98708345949882,107.56918843951684
2025-07-09,Munich,Aldi,Bakery,1.9,0,2,105.50639004778752,121.33234855495564,15.825958507168124,7,0,118.60553584416968,107.56918843951684
2025-07-09,Munich,Aldi,Dairy,1.9,0,2,103.16111592715109,118.63528331622373,15.474167389072647,7,0,86.73401466407505,107.56918843951684
2025-07-09,Munich,Aldi,Fruits,1.9,0,2,137.15043648598024,157.72300195887726,20.572565472897026,7,0,135.7384258731471,107.56918843951684
2025-07-09,Munich,Aldi,Veg,1.9,0,2,115.71656229443388,133.07404663859896,17.357484344165073,7,0,113.62500313553882,107.56918843951684
2025-07-09,Munich,Kaufland,Bakery,1.4,0,2,97.07224357176345,111.63308010752796,14.560836535764508,7,0,107.16682692316202,107.56918843951684
2025-07-09,Munich,Kaufland,Dairy,1.4,0,2,74.2238964246654,85.3574808883652,11.133584463699805,7,0,99.12124971086192,107.56918843951684
2025-07-09,Munich,Kaufland,Fruits,1.4,0,2,117.76617484338367,135.4311010698912,17.664926226507546,7,0,138.59771820106627,107.56918843951684
2025-07-09,Munich,Kaufland,Veg,1.4,1,2,142.31337993678494,163.66038692730268,21.34700699051774,7,0,117.59848773756133,107.56918843951684
2025-07-09,Munich,Penny,Bakery,4.0,0,2,100.95692855985337,116.10046784383137,15.143539283978,7,0,108.57342977402637,107.56918843951684
2025-07-09,Munich,Penny,Dairy,4.0,0,2,86.95605015173898,99.99945767449982,13.043407522760845,7,0,88.93987131605861,107.56918843951684
2025-07-09,Munich,Penny,Fruits,4.0,0,2,123.27569857817028,141.76705336489582,18.491354786725537,7,0,133.64927253620917,107.56918843951684
2025-07-09,Munich,Penny,Veg,4.0,0,2,121.34591393297188,139.54780102291767,18.201887089945785,7,0,119.72303538308897,107.56918843951684
2025-07-09,Hamburg,Edeka,Bakery,3.8,0,2,98.98279765142968,113.83021729914412,14.847419647714446,7,0,145.9583804368712,107.56918843951684
2025-07-09,Hamburg,Edeka,Dairy,3.8,0,2,88.74535627618641,102.05715971761437,13.311803441427955,7,0,61.47191982550122,107.56918843951684
2025-07-09,Hamburg,Edeka,Fruits,3.8,0,2,141.4928929668154,162.7168269118377,21.22393394502231,7,0,138.46152760659552,107.56918843951684
2025-07-09,Hamburg,Edeka,Veg,3.8,0,2,124.90741307503015,143.64352503628467,18.736111961254522,7,0,121.11714177188814,107.56918843951684
2025-07-09,Hamburg,Rewe,Bakery,1.8,1,2,128.77614247035905,148.0925638409129,19.316421370553854,7,0,122.23192994057275,107.56918843951684
2025-07-09,Hamburg,Rewe,Dairy,1.8,0,2,74.46215379092305,85.6314768595615,11.169323068638448,7,0,79.35036921910299,107.56918843951684
2025-07-09,Hamburg,Rewe,Fruits,1.8,0,2,131.54027429690672,151.2713154414427,19.731041144535993,7,0,107.13042702760109,107.56918843951684
2025-07-09,Hamburg,Rewe,Veg,1.8,0,2,117.75355737529165,135.4165909815854,17.663033606293737,7,0,151.52584642502578,107.56918843951684
2025-07-09,Hamburg,Lidl,Bakery,2.3,0,2,95.21847686807155,109.50124839828227,14.282771530210724,7,0,165.4009656205135,107.56918843951684
2025-07-09,Hamburg,Lidl,Dairy,2.3,0,2,82.92457629421486,95.36326273834707,12.438686444132216,7,0,82.75521052141244,107.56918843951684
2025-07-09,Hamburg,Lidl,Fruits,2.3,0,2,142.05992914044847,163.36891851151574,21.30898937106727,7,0,129.08395793895173,107.56918843951684
2025-07-09,Hamburg,Lidl,Veg,2.3,0,2,113.8718551199657,130.95263338796056,17.08077826799486,7,0,118.10079947991704,107.56918843951684
2025-07-09,Hamburg,Aldi,Bakery,8.7,0,2,102.21381917063185,117.54589204622663,15.332072875594775,7,0,116.2381457688226,107.56918843951684
2025-07-09,Hamburg,Aldi,Dairy,8.7,0,2,84.11334280820577,96.73034422943662,12.617001421230853,7,0,84.36420289745358,107.56918843951684
2025-07-09,Hamburg,Aldi,Fruits,8.7,0,2,151.3255466924927,174.0243786963666,22.69883200387389,7,0,148.4173401680812,107.56918843951684
2025-07-09,Hamburg,Aldi,Veg,8.7,0,2,134.58927923643802,154.7776711219037,20.188391885465677,7,0,99.46004959222854,107.56918843951684
2025-07-09,Hamburg,Kaufland,Bakery,-6.0,0,2,71.73879753583157,82.49961716620629,10.760819630374726,7,0,128.75186408395177,107.56918843951684
2025-07-09,Hamburg,Kaufland,Dairy,-6.0,0,2,46.81596585426548,53.8383607324053,7.022394878139821,7,0,112.9287973825887,107.56918843951684
2025-07-09,Hamburg,Kaufland,Fruits,-6.0,0,2,86.36383451667966,99.3184096941816,12.954575177501937,7,0,133.21847584779752,107.56918843951684
2025-07-09,Hamburg,Kaufland,Veg,-6.0,0,2,87.03517580968118,100.09045218113334,13.055276371452166,7,0,113.12118449815928,107.56918843951684
2025-07-09,Hamburg,Penny,Bakery,2.3,0,2,112.72362940879295,129.6321738201119,16.908544411318942,7,0,87.68902171637262,107.56918843951684
2025-07-09,Hamburg,Penny,Dairy,2.3,0,2,76.24162108042003,87.67786424248303,11.436243162062993,7,0,83.54614848988913,107.56918843951684
2025-07-09,Hamburg,Penny,Fruits,2.3,1,2,174.3352880820133,200.4855812943153,26.15029321230199,7,0,111.24532844823656,107.56918843951684
2025-07-09,Hamburg,Penny,Veg,2.3,0,2,103.77810664799597,119.34482264519535,15.566715997199381,7,0,101.20901246022952,107.56918843951684
2025-07-10,Berlin,Edeka,Bakery,3.9,0,3,111.67459863513405,128.42578843040414,16.751189795270093,7,0,98.95107026843371,107.56918843951684
2025-07-10,Berlin,Edeka,Dairy,3.9,0,3,74.55964563984541,85.74359248582222,11.183946845976806,7,0,92.89550875545292,107.56918843951684
2025-07-10,Berlin,Edeka,Fruits,3.9,0,3,156.98349189906003,180.531015683919,23.54752378485898,7,0,168.92916222798158,107.56918843951684
2025-07-10,Berlin,Edeka,Veg,3.9,0,3,118.66365843011872,136.4632071946365,17.799548764517795,7,0,105.02155062580482,107.56918843951684
2025-07-10,Berlin,Rewe,Bakery,3.2,1,3,142.41715640652203,163.77972986750032,21.362573460978297,7,0,118.49391901507849,107.56918843951684
2025-07-10,Berlin,Rewe,Dairy,3.2,0,3,73.30628931449101,84.30223271166466,10.995943397173647,7,0,87.25074963614614,107.56918843951684
2025-07-10,Berlin,Rewe,Fruits,3.2,0,3,122.57716601200161,140.96374091380184,18.38657490180023,7,0,133.69380332250344,107.56918843951684
2025-07-10,Berlin,Rewe,Veg,3.2,0,3,121.19879915830651,139.37861903205248,18.17981987374597,7,0,125.35565843439373,107.56918843951684
2025-07-10,Berlin,Lidl,Bakery,6.2,0,3,113.92801377745786,131.01721584407653,17.089202066618668,7,0,136.16239193583544,107.56918843951684
2025-07-10,Berlin,Lidl,Dairy,6.2,0,3,78.699607610473,90.50454875204393,11.804941141570936,7,0,81.52392184800502,107.56918843951684
2025-07-10,Berlin,Lidl,Fruits,6.2,0,3,149.24347877073092,171.63000058634054,22.386521815609626,7,0,119.17294822779985,107.56918843951684
2025-07-10,Berlin,Lidl,Veg,6.2,0,3,101.63431514437208,116.87946241602789,15.24514727165581,7,0,123.5773237527151,107.56918843951684
2025-07-10,Berlin,Aldi,Bakery,-0.1,0,3,100.96484938232604,116.10957678967493,15.144727407348896,7,0,109.1601810134869,107.56918843951684
2025-07-10,Berlin,Aldi,Dairy,-0.1,0,3,70.32874879479621,80.87806111401564,10.549312319219425,7,0,67.61933489912956,107.56918843951684
2025-07-10,Berlin,Aldi,Fruits,-0.1,0,3,129.54588934172344,148.97777274298195,19.431883401258517,7,0,132.41180123870367,107.56918843951684
2025-07-10,Berlin,Aldi,Veg,-0.1,0,3,112.14927428109144,128.97166542325513,16.822391142163696,7,0,125.93411576253487,107.56918843951684
2025-07-10,Berlin,Kaufland,Bakery,7.5,0,3,114.10190356510867,131.21718909987496,17.115285534766286,7,0,90.67376111216609,107.56918843951684
2025-07-10,Berlin,Kaufland,Dairy,7.5,1,3,110.70278146941341,127.30819868982542,16.605417220412008,7,0,80.20560443285017,107.56918843951684
2025-07-10,Berlin,Kaufland,Fruits,7.5,0,3,152.623029889607,175.51648437304806,22.893454483441047,7,0,120.25679071146715,107.56918843951684
2025-07-10,Berlin,Kaufland,Veg,7.5,0,3,120.57313476808619,138.6591049832991,18.08597021521291,7,0,135.15232528939595,107.56918843951684
2025-07-10,Berlin,Penny,Bakery,1.7,0,3,101.01769882091278,116.1703536440497,15.152654823136913,7,0,111.59156137677614,107.56918843951684
2025-07-10,Berlin,Penny,Dairy,1.7,0,3,79.35003375088279,91.2525388135152,11.902505062632414,7,0,100.01733172247683,107.56918843951684
2025-07-10,Berlin,Penny,Fruits,1.7,0,3,113.03596336823195,129.99135787346674,16.955394505234793,7,0,119.13073357105674,107.56918843951684
2025-07-10,Berlin,Penny,Veg,1.7,0,3,95.7995207804055,110.16944889746632,14.369928117060823,7,0,119.40163085994722,107.56918843951684
2025-07-10,Munich,Edeka,Bakery,5.4,0,3,115.02659884563562,132.28058867248095,17.253989826845327,7,0,146.15551643007603,107.56918843951684
2025-07-10,Munich,Edeka,Dairy,5.4,0,3,76.71200610526209,88.2188070210514,11.506800915789313,7,0,76.582080565146,107.56918843951684
2025-07-10,Munich,Edeka,Fruits,5.4,0,3,136.13729789092346,156.55789257456198,20.420594683638512,7,0,138.0104794238628,107.56918843951684
2025-07-10,Munich,Edeka,Veg,5.4,0,3,114.86279335744209,132.0922123610584,17.2294190036163,7,0,107.2039304443067,107.56918843951684
2025-07-10,Munich,Rewe,Bakery,6.0,0,3,114.25241520487808,131.39027748560977,17.137862280731696,7,0,106.21825872460063,107.56918843951684
2025-07-10,Munich,Rewe,Dairy,6.0,0,3,78.65738815268543,90.45599637558824,11.798608222902814,7,0,89.04467301746203,107.56918843951684
2025-07-10,Munich,Rewe,Fruits,6.0,1,3,185.79994040809476,213.66993146930895,27.869991061214193,7,0,140.20917394076923,107.56918843951684
2025-07-10,Munich,Rewe,Veg,6.0,0,3,114.20675365695834,131.33776670550208,17.131013048543736,7,0,123.72083653566095,107.56918843951684
2025-07-10,Munich,Lidl,Bakery,2.1,0,3,103.3370228721044,118.83757630292006,15.500553430815657,7,0,94.35663165477528,107.56918843951684
2025-07-10,Munich,Lidl,Dairy,2.1,0,3,84.14335884164757,96.76486266789469,12.621503826247121,7,0,85.2784794206172,107.56918843951684
2025-07-10,Munich,Lidl,Fruits,2.1,0,3,120.65809857493501,138.75681336117526,18.09871478624025,7,0,144.45581567160943,107.56918843951684
2025-07-10,Munich,Lidl,Veg,2.1,0,3,102.62715668589435,118.02123018877849,15.39407350288414,7,0,123.51984377365991,107.56918843951684
2025-07-10,Munich,Aldi,Bakery,7.6,0,3,117.2783337406507,134.87008380174828,17.591750061097585,7,0,105.50639004778752,107.56918843951684
2025-07-10,Munich,Aldi,Dairy,7.6,0,3,96.34278059521915,110.79419768450202,14.45141708928287,7,0,103.16111592715109,107.56918843951684
2025-07-10,Munich,Aldi,Fruits,7.6,1,3,187.63883189380505,215.7846566778758,28.145824784070754,7,0,137.15043648598024,107.56918843951684
2025-07-10,Munich,Aldi,Veg,7.6,0,3,113.39178414458578,130.40055176627365,17.008767621687866,7,0,115.71656229443388,107.56918843951684
2025-07-10,Munich,Kaufland,Bakery,4.5,0,3,98.88297585025495,113.71542222779318,14.832446377538233,7,0,97.07224357176345,107.56918843951684
2025-07-10,Munich,Kaufland,Dairy,4.5,0,3,83.66563736463085,96.21548296932548,12.549845604694625,7,0,74.2238964246654,107.56918843951684
2025-07-10,Munich,Kaufland,Fruits,4.5,0,3,134.5969672090275,154.7865122903816,20.18954508135411,7,0,117.76617484338367,107.56918843951684
2025-07-10,Munich,Kaufland,Veg,4.5,0,3,112.15713278975622,128.98070270821964,16.82356991846342,7,0,142.31337993678494,107.56918843951684
